k;Enhancers;Promoters;E value;Enhancers;Promoters;E value;Enhancers;Promoters;E value;Enhancers;Promoters;E value;Enhancers;Promoters;E value
3;chr17:77018441-77018844, chr21:43068970-43069202, chr20:7723192-7723495; chr19:41698927..41698955,+, chr8:4812273..4812274,-, chr10:105877830..105877834,+; 40.130658886680138; chr17:77018441-77018844, chr21:43068970-43069202, chr20:7723192-7723495; chr19:41698927..41698955,+, chr8:4812273..4812274,-, chr4:74608965..74608975,+; 36.184087079618152; chr17:77018441-77018844, chr21:43068970-43069202, chr20:7723192-7723495; chr19:41698927..41698955,+, chr8:4812273..4812274,-, chr4:74609424..74609432,-; 36.017178858582781; chr17:77018441-77018844, chr21:43068970-43069202, chr20:7723192-7723495; chr19:41698927..41698955,+, chr8:4812273..4812274,-, chr12:71551618..71551630,-; 35.131488459862872; chr17:77018441-77018844, chr21:43068970-43069202, chr20:7723192-7723495; chr19:41698927..41698955,+, chr8:4812273..4812274,-, chr9:3898831..3898843,-; 34.251182197305383
4;chr17:77018441-77018844, chr21:43068970-43069202, chr20:7723192-7723495, chr8:11322764-11323135; chr19:41698927..41698955,+, chr8:4812273..4812274,-, chr4:67300735..67300776,-, chr10:105877830..105877834,+; 41.538216483622875; chr17:77018441-77018844, chr21:43068970-43069202, chr20:7723192-7723495, chr8:11322764-11323135; chr19:41698927..41698955,+, chr8:4812273..4812274,-, chr12:76108149..76108159,-, chr4:74609424..74609432,-; 38.01656540964175; chr17:77018441-77018844, chr21:43068970-43069202, chr20:7723192-7723495, chr8:11322764-11323135; chr19:41698927..41698955,+, chr8:4812273..4812274,-, chr12:76108149..76108159,-, chr3:156008809..156008839,+; 37.479033099552126; chr17:77018441-77018844, chr21:43068970-43069202, chr20:7723192-7723495, chr8:11322764-11323135; chr19:41698927..41698955,+, chr8:4812273..4812274,-, chr4:67300735..67300776,-, chr12:76108149..76108159,-; 37.280309033397778; chr17:77018441-77018844, chr21:43068970-43069202, chr20:7723192-7723495, chr8:11322764-11323135; chr19:41698927..41698955,+, chr4:67300735..67300776,-, chr12:76108149..76108159,-, chr3:156008809..156008839,+; 37.171173685591704
;Smooth Muscle Cells - Tracheal;;;;;;;;;;;;;;
1;chr3:121638049-121638246,; chr8:77108050..77108053,-,; 28.64546752900014;;;;;;;;;;;;
2;chr3:121638049-121638246, chr4:85420434-85420908; chr8:77108050..77108053,-, chr5:113573789..113573792,+; 40.528666096582789; chr3:121638049-121638246, chr4:85420434-85420908; chr8:77108050..77108053,-, chr3:9920535..9920548,-; 37.97235708987855; chr3:121638049-121638246, chr4:85420434-85420908; chr8:77108050..77108053,-, chr12:114845810..114845824,-; 37.15334546637137; chr3:121638049-121638246, chr4:85420434-85420908; chr8:77108050..77108053,-, chr12:114846774..114846789,+; 34.882449601192349; chr3:121638049-121638246, chr4:85420434-85420908; chr8:77108050..77108053,-, chr11:19619645..19619656,+; 34.628059627224211
3;chr3:121638049-121638246, chr4:85420434-85420908, chr17:46642274-46642589; chr8:77108050..77108053,-, chr12:114843910..114843921,-, chr18:43307294..43307345,+; 52.169587345876053; chr3:121638049-121638246, chr4:85420434-85420908, chr17:46642274-46642589; chr8:77108050..77108053,-, chr11:19619645..19619656,+, chr18:43307294..43307345,+; 49.305226907462718; chr3:121638049-121638246, chr4:85420434-85420908, chr17:46642274-46642589; chr8:77108050..77108053,-, chr12:114843910..114843921,-, chr3:9920535..9920548,-; 48.32800619398148; chr3:121638049-121638246, chr4:85420434-85420908, chr17:46642274-46642589; chr8:77108050..77108053,-, chr11:19619645..19619656,+, chr3:9920535..9920548,-; 48.204171062245557; chr3:121638049-121638246, chr4:85420434-85420908, chr17:46642274-46642589; chr8:77108050..77108053,-, chr12:114843910..114843921,-, chr14:29237009..29237049,+; 43.614194983773054
4;chr3:121638049-121638246, chr4:85420434-85420908, chr17:46642274-46642589, chr2:43496273-43496611; chr8:77108050..77108053,-, chr12:114843910..114843921,-, chr11:19619645..19619656,+, chr18:43307294..43307345,+; 53.816757554700445; chr3:121638049-121638246, chr4:85420434-85420908, chr17:46642274-46642589, chr2:43496273-43496611; chr8:77108050..77108053,-, chr12:114843910..114843921,-, chr11:19619645..19619656,+, chr3:9920535..9920548,-; 53.782550953149297; chr3:121638049-121638246, chr4:85420434-85420908, chr17:46642274-46642589, chr2:43496273-43496611; chr8:77108050..77108053,-, chr11:19619645..19619656,+, chr5:113573789..113573792,+, chr3:9920535..9920548,-; 52.101540819778101; chr3:121638049-121638246, chr4:85420434-85420908, chr17:46642274-46642589, chr2:43496273-43496611; chr8:77108050..77108053,-, chr12:114843910..114843921,-, chr5:113573789..113573792,+, chr3:9920535..9920548,-; 52.093396390837356; chr3:121638049-121638246, chr4:85420434-85420908, chr17:46642274-46642589, chr2:43496273-43496611; chr8:77108050..77108053,-, chr12:114843910..114843921,-, chr11:19619645..19619656,+, chr5:113573789..113573792,+; 45.643008669761834
;Smooth Muscle Cells - Umbilical Vein;;;;;;;;;;;;;;
1;No VEnCode;;;;;;;;;;;;;;
2;chr2:69469857-69470021, chr12:54400493-54400742; chr3:154801312..154801336,+, chr19:43422063..43422086,-; 36.067534601873206; chr2:69469857-69470021, chr12:54400493-54400742; chr3:154801312..154801336,+, chr4:77155662..77155702,-; 27.709893261993066; chr2:69469857-69470021, chr12:54400493-54400742; chr3:154801312..154801336,+, chr6:101846679..101846702,+; 27.306592083750896; chr2:69469857-69470021, chr12:54400493-54400742; chr3:154801312..154801336,+, chr15:66874502..66874507,+; 26.624082397494909; chr2:69469857-69470021, chr12:54400493-54400742; chr3:154801312..154801336,+, chr19:4474846..4474881,+; 21.455622682483664
3;chr2:69469857-69470021, chr12:54400493-54400742, chr13:114611317-114611637; chr3:154801312..154801336,+, chr4:111536685..111536696,-, chr15:66874502..66874507,+; 56.525353501282808; chr2:69469857-69470021, chr12:54400493-54400742, chr13:114611317-114611637; chr3:154801312..154801336,+, chr12:54361138..54361164,-, chr15:66874502..66874507,+; 49.197544184214095; chr2:69469857-69470021, chr12:54400493-54400742, chr13:114611317-114611637; chr3:154801312..154801336,+, chr4:111536685..111536696,-, chr19:43422063..43422086,-; 47.003508698023424; chr2:69469857-69470021, chr12:54400493-54400742, chr13:114611317-114611637; chr3:154801312..154801336,+, chr12:54361138..54361164,-, chr19:43422063..43422086,-; 45.401728189700172; chr2:69469857-69470021, chr12:54400493-54400742, chr13:114611317-114611637; chr3:154801312..154801336,+, chr4:111536685..111536696,-, chr7:27239703..27239715,-; 43.988392447062012
4;chr2:69469857-69470021, chr12:54400493-54400742, chr13:114611317-114611637, chr3:154513316-154513730; chr3:154801312..154801336,+, chr4:111536685..111536696,-, chr19:43422063..43422086,-, chr15:66874502..66874507,+; 61.365014296989315; chr2:69469857-69470021, chr12:54400493-54400742, chr13:114611317-114611637, chr3:154513316-154513730; chr3:154801312..154801336,+, chr4:111536685..111536696,-, chr12:54361138..54361164,-, chr15:66874502..66874507,+; 61.167919116623125; chr2:69469857-69470021, chr12:54400493-54400742, chr13:114611317-114611637, chr3:154513316-154513730; chr3:154801312..154801336,+, chr12:54361138..54361164,-, chr19:43422063..43422086,-, chr15:66874502..66874507,+; 59.198596198749307; chr2:69469857-69470021, chr12:54400493-54400742, chr13:114611317-114611637, chr3:154513316-154513730; chr3:154801312..154801336,+, chr12:54361138..54361164,-, chr19:43422063..43422086,-, chr4:111536708..111536738,-; 54.507405128876215; chr2:69469857-69470021, chr12:54400493-54400742, chr13:114611317-114611637, chr3:154513316-154513730; chr3:154801312..154801336,+, chr4:111536685..111536696,-, chr12:54361138..54361164,-, chr4:111536708..111536738,-; 53.652240090097258
;Synoviocyte;;;;;;;;;;;;;;
1;chr19:46975956-46976146,; chr15:89401833..89401842,+,; 53.462531378809999; chr19:46975956-46976146,; chr21:39821025..39821046,-,; 49.724207786188913; chr19:46975956-46976146,; chr15:89402148..89402159,+,; 48.823406920497085; chr19:46975956-46976146,; chr15:89417758..89417770,+,; 46.391244583129151; chr19:46975956-46976146,; chr15:89402048..89402061,+,; 43.508681812915299
2;chr19:46975956-46976146, chr15:96369112-96369214; chr15:89402148..89402159,+, chr12:56106186..56106200,-; 68.387470562849899; chr19:46975956-46976146, chr15:96369112-96369214; chr15:89402148..89402159,+, chr21:43477244..43477264,-; 67.971760117584893; chr19:46975956-46976146, chr15:96369112-96369214; chr15:89402148..89402159,+, chr12:57628774..57628785,-; 66.929381687666663; chr19:46975956-46976146, chr15:96369112-96369214; chr15:89402148..89402159,+, chr15:89401833..89401842,+; 66.507466608890226; chr19:46975956-46976146, chr15:96369112-96369214; chr15:89402148..89402159,+, chr15:89417758..89417770,+; 64.832215560807342
3;chr19:46975956-46976146, chr15:96369112-96369214, chr22:29428666-29428910; chr15:89402148..89402159,+, chr15:89401833..89401842,+, chr15:89417758..89417770,+; 82.775709361215604; chr19:46975956-46976146, chr15:96369112-96369214, chr22:29428666-29428910; chr15:89402148..89402159,+, chr15:89401833..89401842,+, chr21:43477244..43477264,-; 81.564278724668611; chr19:46975956-46976146, chr15:96369112-96369214, chr22:29428666-29428910; chr15:89402148..89402159,+, chr15:89401833..89401842,+, chr2:133028432..133028441,-; 81.074322333887366; chr19:46975956-46976146, chr15:96369112-96369214, chr22:29428666-29428910; chr15:89402148..89402159,+, chr15:89402048..89402061,+, chr21:39821025..39821046,-; 80.210168479817185; chr19:46975956-46976146, chr15:96369112-96369214, chr22:29428666-29428910; chr15:89402148..89402159,+, chr15:89401833..89401842,+, chr12:56106186..56106200,-; 79.561380072244233
4;chr19:46975956-46976146, chr15:96369112-96369214, chr22:29428666-29428910, chr15:93819308-93819572; chr15:89402148..89402159,+, chr15:89401833..89401842,+, chr21:39821025..39821046,-, chr21:43477244..43477264,-; 85.457863989521613; chr19:46975956-46976146, chr15:96369112-96369214, chr22:29428666-29428910, chr15:93819308-93819572; chr15:89402148..89402159,+, chr15:89401833..89401842,+, chr21:39821025..39821046,-, chr15:89381951..89381962,+; 85.207015578146468; chr19:46975956-46976146, chr15:96369112-96369214, chr22:29428666-29428910, chr15:93819308-93819572; chr15:89402148..89402159,+, chr15:89402048..89402061,+, chr21:39821025..39821046,-, chr21:43477244..43477264,-; 84.721607613277641; chr19:46975956-46976146, chr15:96369112-96369214, chr22:29428666-29428910, chr15:93819308-93819572; chr15:89402148..89402159,+, chr15:89402048..89402061,+, chr21:39821025..39821046,-, chr15:89381951..89381962,+; 84.60595672231895; chr19:46975956-46976146, chr15:96369112-96369214, chr22:29428666-29428910, chr15:93819308-93819572; chr15:89402148..89402159,+, chr15:89401833..89401842,+, chr21:39821025..39821046,-, chr15:89417758..89417770,+; 84.535914633428504
;tenocyte;;;;;;;;;;;;;;
1;No VEnCode;;;;;;;;;;;;;;
2;chr14:105549558-105549976, chr21:39724680-39725061; chr5:79375755..79375801,+, chr10:28033776..28033788,+; 51.41159327561008; chr14:105549558-105549976, chr21:39724680-39725061; chr5:79375755..79375801,+, chr8:57354303..57354312,-; 47.552311231508035; chr14:105549558-105549976, chr21:39724680-39725061; chr5:79375755..79375801,+, chr8:110346720..110346722,-; 46.658844005863841; chr14:105549558-105549976, chr21:39724680-39725061; chr5:79375755..79375801,+, chr4:26492048..26492059,-; 43.171839972446882; chr14:105549558-105549976, chr21:39724680-39725061; chr5:79375755..79375801,+, chr10:117784159..117784160,-; 41.831639133980588
3;chr14:105549558-105549976, chr21:39724680-39725061, chr5:121402997-121403353; chr10:28033776..28033788,+, chr5:79375755..79375801,+, chr19:18899114..18899135,-; 62.399446054495122; chr14:105549558-105549976, chr21:39724680-39725061, chr5:121402997-121403353; chr10:28033776..28033788,+, chr5:79375755..79375801,+, chr19:18899448..18899459,-; 62.189464744160318; chr14:105549558-105549976, chr21:39724680-39725061, chr5:121402997-121403353; chr10:28033776..28033788,+, chr5:79375755..79375801,+, chr19:18898436..18898441,-; 61.750657646922178; chr14:105549558-105549976, chr21:39724680-39725061, chr5:121402997-121403353; chr10:28033776..28033788,+, chr5:79375755..79375801,+, chr19:18893910..18893932,-; 61.532600132343717; chr14:105549558-105549976, chr21:39724680-39725061, chr5:121402997-121403353; chr10:28033776..28033788,+, chr5:79375755..79375801,+, chr19:18899552..18899562,-; 60.294248814984577
4;chr14:105549558-105549976, chr21:39724680-39725061, chr5:121402997-121403353, chr12:54384983-54385161; chr10:28033776..28033788,+, chr5:79375755..79375801,+, chr19:18896862..18896874,-, chr8:57354303..57354312,-; 62.827753734748356; chr14:105549558-105549976, chr21:39724680-39725061, chr5:121402997-121403353, chr12:54384983-54385161; chr10:28033776..28033788,+, chr5:79375755..79375801,+, chr19:18899552..18899562,-, chr19:18899276..18899289,-; 61.606089393635578; chr14:105549558-105549976, chr21:39724680-39725061, chr5:121402997-121403353, chr12:54384983-54385161; chr10:28033776..28033788,+, chr5:79375755..79375801,+, chr19:18896862..18896874,-, chr4:26492048..26492059,-; 61.448087472184987; chr14:105549558-105549976, chr21:39724680-39725061, chr5:121402997-121403353, chr12:54384983-54385161; chr10:28033776..28033788,+, chr5:79375755..79375801,+, chr19:18899552..18899562,-, chr19:18899114..18899135,-; 60.982226136773974; chr14:105549558-105549976, chr21:39724680-39725061, chr5:121402997-121403353, chr12:54384983-54385161; chr10:28033776..28033788,+, chr5:79375755..79375801,+, chr19:18899552..18899562,-, chr19:18896642..18896656,-; 60.910555162095356
;Trabecular Meshwork Cells;;;;;;;;;;;;;;
1;No VEnCode;;;;;;;;;;;;;;
2;chr2:105489803-105490153, chr11:27740535-27740662; chr4:111536662..111536674,-, chr6:41701557..41701578,-; 23.441105406137446;;;;;;;;;;;;
3;chr2:105489803-105490153, chr11:27740535-27740662, chr2:190276650-190276899; chr4:111536662..111536674,-, chr11:838610..838651,-, chr2:105470614..105470625,+; 28.185952810326764; chr2:105489803-105490153, chr11:27740535-27740662, chr2:190276650-190276899; chr4:111536662..111536674,-, chr11:838610..838651,-, chr9:129376233..129376251,+; 28.051349406265984; chr2:105489803-105490153, chr11:27740535-27740662, chr2:190276650-190276899; chr4:111536662..111536674,-, chr11:838610..838651,-, chr18:56887381..56887399,+; 27.650231262164866; chr2:105489803-105490153, chr11:27740535-27740662, chr2:190276650-190276899; chr4:111536662..111536674,-, chr11:838610..838651,-, chr18:59000657..59000672,+; 27.480630973048285; chr2:105489803-105490153, chr11:27740535-27740662, chr2:190276650-190276899; chr4:111536662..111536674,-, chr11:838610..838651,-, chr4:107956922..107956939,-; 27.343335500906296
4;chr2:105489803-105490153, chr11:27740535-27740662, chr2:190276650-190276899, chr13:43632661-43632965; chr4:111536662..111536674,-, chr2:105470714..105470723,+, chr6:50786631..50786635,+, chr18:56887381..56887399,+; 38.070318640650711; chr2:105489803-105490153, chr11:27740535-27740662, chr2:190276650-190276899, chr13:43632661-43632965; chr4:111536662..111536674,-, chr2:105470714..105470723,+, chr2:105470599..105470610,+, chr18:56887381..56887399,+; 37.172802571379854; chr2:105489803-105490153, chr11:27740535-27740662, chr2:190276650-190276899, chr13:43632661-43632965; chr4:111536662..111536674,-, chr6:50786631..50786635,+, chr2:105470599..105470610,+, chr18:56887381..56887399,+; 37.044120594115967; chr2:105489803-105490153, chr11:27740535-27740662, chr2:190276650-190276899, chr13:43632661-43632965; chr4:111536662..111536674,-, chr6:50786631..50786635,+, chr2:105470599..105470610,+, chr9:129376233..129376251,+; 35.74752750674827; chr2:105489803-105490153, chr11:27740535-27740662, chr2:190276650-190276899, chr13:43632661-43632965; chr4:111536662..111536674,-, chr2:105470714..105470723,+, chr6:50786631..50786635,+, chr9:129376233..129376251,+; 35.534143468500574
;Tracheal Epithelial Cells;;;;;;;;;;;;;;
1;chr9:10027810-10028140,; chr7:135018332..135018336,+,; 47.922606054805264; chr9:10027810-10028140,; chr7:158196067..158196075,-,; 46.6614848428367; chr9:10027810-10028140,; chr17:48609903..48609947,+,; 42.42772077408511; chr9:10027810-10028140,; chr1:3591362..3591369,-,; 41.932280297954605; chr9:10027810-10028140,; chr1:152475755..152475761,+,; 40.490998912847679
2;chr9:10027810-10028140, chr20:14503147-14503522; chr7:135018332..135018336,+, chr8:128231438..128231455,-; 60.240786762357978; chr9:10027810-10028140, chr20:14503147-14503522; chr7:135018332..135018336,+, chr12:117799095..117799111,-; 57.883026028019117; chr9:10027810-10028140, chr20:14503147-14503522; chr7:135018332..135018336,+, chr19:42947017..42947026,-; 56.480778854438626; chr9:10027810-10028140, chr20:14503147-14503522; chr7:135018332..135018336,+, chr17:48609903..48609947,+; 55.698995031999956; chr9:10027810-10028140, chr20:14503147-14503522; chr7:135018332..135018336,+, chr16:82231406..82231410,-; 55.463218958566074
3;chr9:10027810-10028140, chr20:14503147-14503522, chr2:61184848-61185156; chr7:135018332..135018336,+, chr17:48609903..48609947,+, chr12:117799095..117799111,-; 71.964363947053968; chr9:10027810-10028140, chr20:14503147-14503522, chr2:61184848-61185156; chr7:135018332..135018336,+, chr12:117799095..117799111,-, chr16:82231406..82231410,-; 71.275194518262779; chr9:10027810-10028140, chr20:14503147-14503522, chr2:61184848-61185156; chr7:135018332..135018336,+, chr12:117799095..117799111,-, chr1:3591362..3591369,-; 69.398823065655563; chr9:10027810-10028140, chr20:14503147-14503522, chr2:61184848-61185156; chr7:135018332..135018336,+, chr12:117799095..117799111,-, chr10:73679250..73679255,-; 67.500915068398598; chr9:10027810-10028140, chr20:14503147-14503522, chr2:61184848-61185156; chr7:135018332..135018336,+, chr12:117799095..117799111,-, chr1:152475755..152475761,+; 67.312470302713507
